Date,Price,Open,High,Low,Vol.,Change %,Ticker,Unnamed: 7,Unnamed: 8
2023-12-14,0.75,0.75,0.75,0.72,1.55M,0.00%,AIICO,,
2023-12-13,0.75,0.76,0.76,0.75,3.11M,-1.32%,AIICO,,
2023-12-12,0.76,0.75,0.8,0.75,3.05M,1.33%,AIICO,,
2023-12-11,0.75,0.75,0.75,0.72,2.45M,0.00%,AIICO,,
2023-12-08,0.75,0.75,0.75,0.75,2.65M,0.00%,AIICO,,
2023-12-07,0.75,0.77,0.76,0.71,5.05M,-2.60%,AIICO,,
2023-12-06,0.77,0.71,0.77,0.71,4.11M,8.45%,AIICO,,
2023-12-05,0.71,0.72,0.73,0.71,4.77M,-1.39%,AIICO,,
2023-12-04,0.72,0.73,0.73,0.72,2.75M,-1.37%,AIICO,,
2023-12-01,0.73,0.75,0.73,0.73,1.12M,-2.67%,AIICO,,
2023-11-30,0.75,0.73,0.76,0.73,4.32M,2.74%,AIICO,,
2023-11-29,0.73,0.74,0.79,0.73,2.80M,-1.35%,AIICO,,
2023-11-28,0.74,0.74,0.77,0.74,1.81M,0.00%,AIICO,,
2023-11-27,0.74,0.78,0.78,0.74,3.54M,-5.13%,AIICO,,
2023-11-24,0.78,0.77,0.78,0.73,2.60M,1.30%,AIICO,,
2023-11-23,0.77,0.75,0.78,0.75,2.85M,2.67%,AIICO,,
2023-11-22,0.75,0.76,0.76,0.75,1.03M,-1.32%,AIICO,,
2023-11-21,0.76,0.76,0.77,0.75,6.70M,0.00%,AIICO,,
2023-11-20,0.76,0.74,0.77,0.74,21.93M,2.70%,AIICO,,
2023-11-17,0.74,0.75,0.74,0.74,543.92K,-1.33%,AIICO,,
2023-11-16,0.75,0.71,0.75,0.7,7.81M,5.63%,AIICO,,
2023-11-15,0.71,0.74,0.74,0.7,23.04M,-4.05%,AIICO,,
2023-11-14,0.74,0.71,0.74,0.71,2.73M,4.23%,AIICO,,
2023-11-13,0.71,0.72,0.72,0.71,6.64M,-1.39%,AIICO,,
2023-11-10,0.72,0.73,0.74,0.72,5.72M,-1.37%,AIICO,,
2023-11-09,0.73,0.77,0.79,0.73,4.44M,-5.19%,AIICO,,
2023-11-08,0.77,0.72,0.79,0.7,16.51M,6.94%,AIICO,,
2023-11-07,0.72,0.74,0.74,0.7,6.40M,-2.70%,AIICO,,
2023-11-06,0.74,0.75,0.75,0.73,3.87M,-1.33%,AIICO,,
2023-11-03,0.75,0.7,0.75,0.69,25.29M,7.14%,AIICO,,
2023-11-02,0.7,0.71,0.72,0.7,4.70M,-1.41%,AIICO,,
2023-11-01,0.71,0.71,0.71,0.7,1.44M,0.00%,AIICO,,
2023-10-31,0.71,0.69,0.72,0.69,4.25M,2.90%,AIICO,,
2023-10-30,0.69,0.67,0.7,0.68,1.43M,2.99%,AIICO,,
2023-10-27,0.67,0.67,0.69,0.67,5.44M,0.00%,AIICO,,
2023-10-26,0.67,0.69,0.69,0.67,12.68M,-2.90%,AIICO,,
2023-10-25,0.69,0.69,0.7,0.68,4.20M,0.00%,AIICO,,
2023-10-24,0.69,0.69,0.7,0.68,402.22K,0.00%,AIICO,,
2023-10-23,0.69,0.7,0.69,0.67,1.18M,-1.43%,AIICO,,
2023-10-20,0.7,0.67,0.71,0.7,875.32K,4.48%,AIICO,,
2023-10-19,0.67,0.7,0.71,0.67,7.66M,-4.29%,AIICO,,
2023-10-18,0.7,0.71,0.71,0.7,4.02M,0.00%,AIICO,,
2023-10-17,0.7,0.67,0.7,0.68,1.56M,4.48%,AIICO,,
2023-10-16,0.67,0.7,0.7,0.67,15.61M,-4.29%,AIICO,,
2023-10-13,0.7,0.7,0.7,0.7,654.22K,0.00%,AIICO,,
2023-10-12,0.7,0.71,0.7,0.7,2.30M,-1.41%,AIICO,,
2023-10-11,0.71,0.7,0.71,0.7,1.43M,1.43%,AIICO,,
2023-10-10,0.7,0.71,0.7,0.7,2.36M,-1.41%,AIICO,,
2023-10-09,0.71,0.71,0.71,0.69,3.78M,0.00%,AIICO,,
2023-10-06,0.71,0.7,0.71,0.7,638.88K,1.43%,AIICO,,
2023-10-05,0.7,0.7,0.71,0.7,6.65M,0.00%,AIICO,,
2023-10-04,0.7,0.69,0.7,0.7,5.18M,1.45%,AIICO,,
2023-10-03,0.69,0.69,0.69,0.69,901.91K,0.00%,AIICO,,
2023-09-29,0.69,0.7,0.7,0.69,4.77M,-1.43%,AIICO,,
2023-09-28,0.7,0.69,0.7,0.7,762.43K,1.45%,AIICO,,
2023-09-26,0.69,0.7,0.71,0.69,12.40M,-1.43%,AIICO,,
2023-09-25,0.7,0.69,0.7,0.67,2.03M,1.45%,AIICO,,
2023-09-22,0.69,0.7,0.7,0.69,1.09M,-1.43%,AIICO,,
2023-09-21,0.7,0.7,0.7,0.7,1.62M,0.00%,AIICO,,
2023-09-20,0.7,0.7,0.72,0.68,11.77M,0.00%,AIICO,,
2023-09-19,0.7,0.69,0.71,0.7,6.34M,1.45%,AIICO,,
2023-09-18,0.69,0.69,0.69,0.68,3.29M,0.00%,AIICO,,
2023-09-15,0.69,0.69,0.69,0.67,1.53M,0.00%,AIICO,,
2023-09-14,0.69,0.69,0.69,0.67,2.65M,0.00%,AIICO,,
2023-09-13,0.69,0.7,0.69,0.69,827.39K,-1.43%,AIICO,,
2023-09-12,0.7,0.67,0.7,0.65,8.43M,4.48%,AIICO,,
2023-09-11,0.67,0.66,0.69,0.66,5.54M,1.52%,AIICO,,
2023-09-08,0.66,0.68,0.72,0.66,7.16M,-2.94%,AIICO,,
2023-09-07,0.68,0.69,0.69,0.68,1.64M,-1.45%,AIICO,,
2023-09-06,0.69,0.67,0.69,0.66,3.39M,2.99%,AIICO,,
2023-09-05,0.67,0.67,0.7,0.66,8.63M,0.00%,AIICO,,
2023-09-04,0.67,0.67,0.7,0.66,10.83M,0.00%,AIICO,,
2023-09-01,0.67,0.67,0.7,0.66,7.68M,0.00%,AIICO,,
2023-08-31,0.67,0.67,0.68,0.65,7.46M,0.00%,AIICO,,
2023-08-30,0.67,0.67,0.69,0.67,3.47M,0.00%,AIICO,,
2023-08-29,0.67,0.66,0.69,0.67,2.30M,1.52%,AIICO,,
2023-08-28,0.66,0.67,0.68,0.66,2.18M,-1.49%,AIICO,,
2023-08-25,0.67,0.68,0.67,0.66,2.21M,-1.47%,AIICO,,
2023-08-24,0.68,0.67,0.69,0.68,661.00K,1.49%,AIICO,,
2023-08-23,0.67,0.69,0.68,0.67,1.37M,-2.90%,AIICO,,
2023-08-22,0.69,0.7,0.71,0.67,5.50M,-1.43%,AIICO,,
2023-08-21,0.7,0.67,0.7,0.67,3.02M,4.48%,AIICO,,
2023-08-18,0.67,0.68,0.7,0.67,837.38K,-1.47%,AIICO,,
2023-08-17,0.68,0.67,0.68,0.68,1.61M,1.49%,AIICO,,
2023-08-16,0.67,0.67,0.67,0.67,801.82K,0.00%,AIICO,,
2023-08-15,0.67,0.71,0.72,0.67,8.19M,-5.63%,AIICO,,
2023-08-14,0.71,0.69,0.72,0.69,10.49M,2.90%,AIICO,,
2023-08-11,0.69,0.67,0.7,0.69,1.58M,2.99%,AIICO,,
2023-08-10,0.67,0.7,0.7,0.67,4.19M,-4.29%,AIICO,,
2023-08-09,0.7,0.66,0.7,0.66,1.11M,6.06%,AIICO,,
2023-08-08,0.66,0.7,0.7,0.66,2.56M,-5.71%,AIICO,,
2023-08-07,0.7,0.68,0.72,0.66,8.32M,2.94%,AIICO,,
2023-08-04,0.68,0.7,0.69,0.68,1.52M,-2.86%,AIICO,,
2023-08-03,0.7,0.69,0.7,0.69,4.10M,1.45%,AIICO,,
2023-08-02,0.69,0.7,0.7,0.67,8.71M,-1.43%,AIICO,,
2023-08-01,0.7,0.66,0.71,0.67,314.64M,6.06%,AIICO,,
2023-07-31,0.66,0.66,0.69,0.65,7.58M,0.00%,AIICO,,
2023-07-28,0.66,0.7,0.7,0.65,9.96M,-5.71%,AIICO,,
2023-07-27,0.7,0.7,0.7,0.67,2.82M,0.00%,AIICO,,
2023-07-26,0.7,0.69,0.7,0.69,17.84M,1.45%,AIICO,,
2023-07-25,0.69,0.69,0.7,0.67,11.96M,0.00%,AIICO,,
2023-07-24,0.69,0.7,0.7,0.67,4.98M,-1.43%,AIICO,,
2023-07-21,0.7,0.71,0.71,0.69,6.34M,-1.41%,AIICO,,
2023-07-20,0.71,0.7,0.72,0.7,11.23M,1.43%,AIICO,,
2023-07-19,0.7,0.68,0.72,0.7,4.35M,2.94%,AIICO,,
2023-07-18,0.68,0.64,0.7,0.64,5.91M,6.25%,AIICO,,
2023-07-17,0.64,0.64,0.7,0.63,5.79M,0.00%,AIICO,,
2023-07-14,0.64,0.67,0.67,0.64,3.12M,-4.48%,AIICO,,
2023-07-13,0.67,0.7,0.74,0.67,4.16M,-4.29%,AIICO,,
2023-07-12,0.7,0.7,0.77,0.69,27.60M,0.00%,AIICO,,
2023-07-11,0.7,0.77,0.77,0.7,12.02M,-9.09%,AIICO,,
2023-07-10,0.77,0.72,0.78,0.71,98.32M,6.94%,AIICO,,
2023-07-07,0.72,0.7,0.72,0.7,19.59M,2.86%,AIICO,,
2023-07-06,0.7,0.7,0.71,0.7,24.97M,0.00%,AIICO,,
2023-07-05,0.7,0.72,0.73,0.7,16.02M,-2.78%,AIICO,,
2023-07-04,0.72,0.73,0.74,0.71,6.10M,-1.37%,AIICO,,
2023-07-03,0.73,0.71,0.74,0.71,12.06M,2.82%,AIICO,,
2023-06-30,0.71,0.72,0.72,0.7,8.84M,-1.39%,AIICO,,
2023-06-27,0.72,0.72,0.72,0.7,8.73M,0.00%,AIICO,,
2023-06-26,0.72,0.68,0.72,0.7,9.48M,5.88%,AIICO,,
2023-06-23,0.68,0.71,0.71,0.68,4.02M,-4.23%,AIICO,,
2023-06-22,0.71,0.72,0.71,0.67,8.02M,-1.39%,AIICO,,
2023-06-21,0.72,0.72,0.72,0.69,3.97M,0.00%,AIICO,,
2023-06-20,0.72,0.72,0.74,0.68,8.45M,0.00%,AIICO,,
2023-06-19,0.72,0.74,0.74,0.71,8.09M,-2.70%,AIICO,,
2023-06-16,0.74,0.7,0.76,0.67,19.95M,5.71%,AIICO,,
2023-06-15,0.7,0.71,0.77,0.64,23.74M,-1.41%,AIICO,,
2023-06-14,0.71,0.65,0.71,0.64,18.80M,9.23%,AIICO,,
2023-06-13,0.65,0.62,0.66,0.61,20.18M,4.84%,AIICO,,
2023-06-09,0.62,0.62,0.62,0.59,3.96M,0.00%,AIICO,,
2023-06-08,0.62,0.6,0.62,0.6,3.29M,3.33%,AIICO,,
2023-06-07,0.6,0.58,0.61,0.59,1.94M,3.45%,AIICO,,
2023-06-06,0.58,0.58,0.59,0.58,3.81M,0.00%,AIICO,,
2023-06-05,0.58,0.62,0.6,0.58,1.63M,-6.45%,AIICO,,
2023-06-02,0.62,0.61,0.62,0.6,4.53M,1.64%,AIICO,,
2023-06-01,0.61,0.58,0.61,0.57,6.41M,0.00%,AIICO,,
2023-05-31,0.61,0.61,0.62,0.59,18.53M,0.00%,AIICO,,
2023-05-30,0.61,0.62,0.63,0.61,15.50M,-1.61%,AIICO,,
2023-05-26,0.62,0.6,0.62,0.6,8.58M,3.33%,AIICO,,
2023-05-25,0.6,0.6,0.61,0.6,3.02M,0.00%,AIICO,,
2023-05-24,0.6,0.6,0.6,0.6,6.86M,0.00%,AIICO,,
2023-05-23,0.6,0.58,0.6,0.58,2.88M,3.45%,AIICO,,
2023-05-22,0.58,0.58,0.59,0.58,4.62M,0.00%,AIICO,,
2023-05-19,0.58,0.58,0.59,0.58,4.00M,0.00%,AIICO,,
2023-05-18,0.58,0.58,0.59,0.55,8.07M,0.00%,AIICO,,
2023-05-17,0.58,0.58,0.58,0.57,1.81M,0.00%,AIICO,,
2023-05-16,0.58,0.57,0.58,0.55,28.83M,1.75%,AIICO,,
2023-05-15,0.57,0.59,0.59,0.57,1.82M,-3.39%,AIICO,,
2023-05-12,0.59,0.58,0.6,0.58,2.92M,1.72%,AIICO,,
2023-05-11,0.58,0.58,0.6,0.58,6.81M,0.00%,AIICO,,
2023-05-10,0.58,0.59,0.59,0.57,3.63M,-1.69%,AIICO,,
2023-05-09,0.59,0.59,0.6,0.56,5.61M,0.00%,AIICO,,
2023-05-08,0.59,0.56,0.59,0.56,3.08M,5.36%,AIICO,,
2023-05-05,0.56,0.57,0.57,0.56,1.29M,-1.75%,AIICO,,
2023-05-04,0.57,0.57,0.59,0.57,1.47M,0.00%,AIICO,,
2023-05-03,0.57,0.56,0.6,0.56,5.08M,1.79%,AIICO,,
2023-05-02,0.56,0.54,0.59,0.54,11.61M,3.70%,AIICO,,
2023-04-28,0.54,0.56,0.56,0.53,5.07M,-3.57%,AIICO,,
2023-04-27,0.56,0.58,0.56,0.56,702.00K,-3.45%,AIICO,,
2023-04-26,0.58,0.53,0.58,0.55,3.99M,9.43%,AIICO,,
2023-04-25,0.53,0.55,0.56,0.53,7.04M,-3.64%,AIICO,,
2023-04-20,0.55,0.54,0.55,0.53,4.69M,1.85%,AIICO,,
2023-04-19,0.54,0.53,0.56,0.54,2.49M,1.89%,AIICO,,
2023-04-18,0.53,0.56,0.57,0.53,7.13M,-5.36%,AIICO,,
2023-04-17,0.56,0.59,0.6,0.55,2.61M,-5.08%,AIICO,,
2023-04-14,0.59,0.56,0.59,0.56,2.97M,5.36%,AIICO,,
2023-04-13,0.56,0.59,0.6,0.56,6.97M,-5.08%,AIICO,,
2023-04-12,0.59,0.57,0.59,0.59,799.24K,3.51%,AIICO,,
2023-04-11,0.57,0.6,0.58,0.56,5.49M,-5.00%,AIICO,,
2023-04-06,0.6,0.57,0.6,0.6,3.49M,5.26%,AIICO,,
2023-04-05,0.57,0.57,0.57,0.57,710.87K,0.00%,AIICO,,
2023-04-04,0.57,0.6,0.61,0.57,9.36M,-5.00%,AIICO,,
2023-04-03,0.6,0.58,0.6,0.58,6.77M,3.45%,AIICO,,
2023-03-31,0.58,0.58,0.6,0.58,740.96K,0.00%,AIICO,,
2023-03-30,0.58,0.6,0.6,0.58,3.02M,-3.33%,AIICO,,
2023-03-29,0.6,0.6,0.6,0.6,362.63K,0.00%,AIICO,,
2023-03-28,0.6,0.58,0.6,0.6,343.44K,3.45%,AIICO,,
2023-03-27,0.58,0.57,0.59,0.57,2.64M,1.75%,AIICO,,
2023-03-24,0.57,0.6,0.6,0.57,2.63M,-5.00%,AIICO,,
2023-03-23,0.6,0.59,0.6,0.6,300.36K,1.69%,AIICO,,
2023-03-22,0.59,0.59,0.59,0.59,273.17K,0.00%,AIICO,,
2023-03-21,0.59,0.58,0.59,0.58,855.48K,1.72%,AIICO,,
2023-03-20,0.58,0.57,0.58,0.58,921.53K,1.75%,AIICO,,
2023-03-17,0.57,0.58,0.59,0.56,10.13M,-1.72%,AIICO,,
2023-03-16,0.58,0.59,0.59,0.58,3.57M,-1.69%,AIICO,,
2023-03-15,0.59,0.59,0.59,0.59,1.23M,0.00%,AIICO,,
2023-03-14,0.59,0.6,0.6,0.59,3.44M,-1.67%,AIICO,,
2023-03-13,0.6,0.61,0.6,0.59,3.40M,-1.64%,AIICO,,
2023-03-10,0.61,0.61,0.61,0.61,1.46M,0.00%,AIICO,,
2023-03-09,0.61,0.61,0.61,0.61,719.74K,0.00%,AIICO,,
2023-03-08,0.61,0.61,0.61,0.61,109.26K,0.00%,AIICO,,
2023-03-07,0.61,0.61,0.61,0.6,1.59M,0.00%,AIICO,,
2023-03-06,0.61,0.59,0.61,0.61,350.47K,3.39%,AIICO,,
2023-03-03,0.59,0.6,0.6,0.59,9.38M,-1.67%,AIICO,,
2023-03-02,0.6,0.6,0.61,0.59,5.30M,0.00%,AIICO,,
2023-03-01,0.6,0.6,0.6,0.6,1.51M,0.00%,AIICO,,
2023-02-28,0.6,0.6,0.61,0.6,1.13M,0.00%,AIICO,,
2023-02-27,0.6,0.59,0.6,0.58,2.86M,1.69%,AIICO,,
2023-02-24,0.59,0.59,0.59,0.58,929.56K,0.00%,AIICO,,
2023-02-23,0.59,0.6,0.6,0.59,6.39M,-1.67%,AIICO,,
2023-02-22,0.6,0.6,0.61,0.58,16.18M,0.00%,AIICO,,
2023-02-21,0.6,0.59,0.6,0.6,2.33M,1.69%,AIICO,,
2023-02-20,0.59,0.59,0.61,0.59,8.27M,0.00%,AIICO,,
2023-02-17,0.59,0.6,0.61,0.59,5.30M,-1.67%,AIICO,,
2023-02-16,0.6,0.6,0.6,0.59,5.37M,0.00%,AIICO,,
2023-02-15,0.6,0.59,0.6,0.59,6.66M,1.69%,AIICO,,
2023-02-14,0.59,0.6,0.61,0.59,1.87M,-1.67%,AIICO,,
2023-02-13,0.6,0.6,0.6,0.6,901.10K,0.00%,AIICO,,
2023-02-10,0.6,0.6,0.61,0.6,3.14M,0.00%,AIICO,,
2023-02-09,0.6,0.61,0.61,0.6,11.43M,-1.64%,AIICO,,
2023-02-08,0.61,0.61,0.61,0.61,5.24M,0.00%,AIICO,,
2023-02-07,0.61,0.63,0.61,0.61,3.65M,-3.17%,AIICO,,
2023-02-06,0.63,0.63,0.64,0.62,2.04M,0.00%,AIICO,,
2023-02-03,0.63,0.63,0.65,0.63,2.88M,0.00%,AIICO,,
2023-02-02,0.63,0.63,0.69,0.63,14.00M,0.00%,AIICO,,
2023-02-01,0.63,0.63,0.63,0.63,1.21M,0.00%,AIICO,,
2023-01-31,0.63,0.63,0.67,0.64,287.52K,0.00%,AIICO,,
2023-01-30,0.63,0.63,0.63,0.63,1.21M,0.00%,AIICO,,
2023-01-27,0.63,0.65,0.67,0.63,3.93M,-3.08%,AIICO,,
2023-01-26,0.65,0.64,0.65,0.63,3.18M,1.56%,AIICO,,
2023-01-25,0.64,0.65,0.65,0.64,1.26M,-1.54%,AIICO,,
2023-01-24,0.65,0.67,0.65,0.65,2.08M,-2.99%,AIICO,,
2023-01-23,0.67,0.65,0.67,0.65,1.78M,3.08%,AIICO,,
2023-01-20,0.65,0.66,0.66,0.65,1.41M,-1.52%,AIICO,,
2023-01-19,0.66,0.65,0.66,0.65,1.51M,1.54%,AIICO,,
2023-01-18,0.65,0.64,0.66,0.63,3.65M,1.56%,AIICO,,
2023-01-17,0.64,0.63,0.64,0.63,2.39M,1.59%,AIICO,,
2023-01-16,0.63,0.63,0.64,0.63,3.19M,0.00%,AIICO,,
2023-01-13,0.63,0.63,0.63,0.62,4.69M,0.00%,AIICO,,
2023-01-12,0.63,0.62,0.63,0.61,4.46M,1.61%,AIICO,,
2023-01-11,0.62,0.6,0.62,0.61,1.99M,3.33%,AIICO,,
2023-01-10,0.6,0.6,0.63,0.6,4.57M,0.00%,AIICO,,
2023-01-09,0.6,0.64,0.64,0.6,5.75M,-6.25%,AIICO,,
2023-01-06,0.64,0.64,0.64,0.64,1.02M,0.00%,AIICO,,
2023-01-05,0.64,0.64,0.64,0.62,3.48M,0.00%,AIICO,,
2023-01-04,0.64,0.64,0.68,0.59,6.02M,0.00%,AIICO,,
2023-01-03,0.64,0.59,0.64,0.59,12.24M,8.47%,AIICO,,
2022-12-30,0.59,0.57,0.59,0.55,8.06M,3.51%,AIICO,,
2022-12-29,0.57,0.56,0.58,0.55,17.47M,1.79%,AIICO,,
2022-12-28,0.56,0.55,0.56,0.54,8.29M,1.82%,AIICO,,
2022-12-23,0.55,0.54,0.55,0.55,191.12K,1.85%,AIICO,,
2022-12-22,0.54,0.54,0.54,0.54,537.73K,0.00%,AIICO,,
2022-12-21,0.54,0.54,0.55,0.54,827.44K,0.00%,AIICO,,
2022-12-20,0.54,0.55,0.55,0.54,1.24M,-1.82%,AIICO,,
2022-12-19,0.55,0.55,0.55,0.54,759.40K,0.00%,AIICO,,
2022-12-16,0.55,0.55,0.55,0.54,2.12M,0.00%,AIICO,,
2022-12-15,0.55,0.55,0.55,0.55,228.87K,0.00%,AIICO,,
2022-12-14,0.55,0.55,0.55,0.54,1.43M,0.00%,AIICO,,
2022-12-13,0.55,0.54,0.55,0.54,3.25M,1.85%,AIICO,,
2022-12-12,0.54,0.54,0.55,0.54,743.08K,0.00%,AIICO,,
2022-12-09,0.54,0.54,0.54,0.54,1.35M,0.00%,AIICO,,
2022-12-08,0.54,0.54,0.55,0.54,1.09M,0.00%,AIICO,,
2022-12-07,0.54,0.54,0.55,0.54,3.26M,0.00%,AIICO,,
2022-12-06,0.54,0.53,0.55,0.54,1.27M,1.89%,AIICO,,
2022-12-05,0.53,0.54,0.54,0.53,3.57M,-1.85%,AIICO,,
2022-12-02,0.54,0.54,0.55,0.54,2.57M,0.00%,AIICO,,
2022-12-01,0.54,0.54,0.55,0.53,1.71M,0.00%,AIICO,,
2022-11-30,0.54,0.54,0.55,0.54,4.54M,0.00%,AIICO,,
2022-11-29,0.54,0.55,0.55,0.54,2.75M,-1.82%,AIICO,,
2022-11-28,0.55,0.54,0.55,0.55,1.10M,1.85%,AIICO,,
2022-11-25,0.54,0.54,0.56,0.54,861.27K,0.00%,AIICO,,
2022-11-24,0.54,0.56,0.56,0.54,910.35K,-3.57%,AIICO,,
2022-11-23,0.56,0.53,0.56,0.53,7.31M,5.66%,AIICO,,
2022-11-22,0.53,0.53,0.55,0.53,10.96M,0.00%,AIICO,,
2022-11-21,0.53,0.56,0.56,0.52,29.92M,-5.36%,AIICO,,
2022-11-18,0.56,0.56,0.56,0.54,2.10M,0.00%,AIICO,,
2022-11-17,0.56,0.56,0.56,0.56,1.74M,0.00%,AIICO,,
2022-11-16,0.56,0.54,0.56,0.56,778.52K,3.70%,AIICO,,
2022-11-15,0.54,0.56,0.54,0.54,740.64K,-3.57%,AIICO,,
2022-11-14,0.56,0.56,0.56,0.56,180.48K,0.00%,AIICO,,
2022-11-11,0.56,0.55,0.56,0.56,539.73K,1.82%,AIICO,,
2022-11-10,0.55,0.56,0.55,0.55,499.20K,-1.79%,AIICO,,
2022-11-09,0.56,0.56,0.57,0.55,155.04K,0.00%,AIICO,,
2022-11-08,0.56,0.56,0.56,0.56,371.27K,0.00%,AIICO,,
2022-11-07,0.56,0.56,0.58,0.55,1.70M,0.00%,AIICO,,
2022-11-04,0.56,0.55,0.56,0.55,1.50M,1.82%,AIICO,,
2022-11-03,0.55,0.55,0.57,0.54,148.02K,0.00%,AIICO,,
2022-11-02,0.55,0.57,0.55,0.55,610.58K,-3.51%,AIICO,,
2022-11-01,0.57,0.55,0.57,0.57,631.92K,3.64%,AIICO,,
2022-10-31,0.55,0.56,0.58,0.55,1.12M,-1.79%,AIICO,,
2022-10-28,0.56,0.56,0.58,0.56,1.78M,0.00%,AIICO,,
2022-10-27,0.56,0.58,0.59,0.56,5.61M,-3.45%,AIICO,,
2022-10-26,0.58,0.55,0.58,0.57,2.79M,5.45%,AIICO,,
2022-10-25,0.55,0.55,0.57,0.55,2.01M,0.00%,AIICO,,
2022-10-24,0.55,0.55,0.56,0.55,1.65M,0.00%,AIICO,,
2022-10-21,0.55,0.58,0.55,0.55,137.48K,-5.17%,AIICO,,
2022-10-20,0.58,0.57,0.58,0.57,3.66M,1.75%,AIICO,,
2022-10-19,0.57,0.54,0.57,0.55,819.33K,5.56%,AIICO,,
2022-10-18,0.54,0.53,0.55,0.54,1.33M,1.89%,AIICO,,
2022-10-17,0.53,0.57,0.55,0.53,3.65M,-7.02%,AIICO,,
2022-10-14,0.57,0.55,0.59,0.56,2.53M,3.64%,AIICO,,
2022-10-13,0.55,0.55,0.57,0.55,3.82M,0.00%,AIICO,,
2022-10-12,0.55,0.55,0.55,0.53,673.08K,0.00%,AIICO,,
2022-10-11,0.55,0.55,0.56,0.55,746.71K,0.00%,AIICO,,
2022-10-07,0.55,0.56,0.55,0.53,1.59M,-1.79%,AIICO,,
2022-10-06,0.56,0.57,0.56,0.54,634.94K,-1.75%,AIICO,,
2022-10-05,0.57,0.55,0.57,0.56,2.28M,3.64%,AIICO,,
2022-10-04,0.55,0.52,0.56,0.55,1.42M,5.77%,AIICO,,
2022-09-30,0.52,0.52,0.52,0.52,396.96K,0.00%,AIICO,,
2022-09-29,0.52,0.55,0.55,0.52,560.02K,-5.45%,AIICO,,
2022-09-28,0.55,0.54,0.55,0.52,1.81M,1.85%,AIICO,,
2022-09-27,0.54,0.56,0.55,0.54,3.96M,-3.57%,AIICO,,
2022-09-26,0.56,0.56,0.56,0.56,1.05M,0.00%,AIICO,,
2022-09-23,0.56,0.55,0.56,0.54,485.09K,1.82%,AIICO,,
2022-09-22,0.55,0.55,0.56,0.53,4.52M,0.00%,AIICO,,
2022-09-21,0.55,0.55,0.56,0.54,188.22K,0.00%,AIICO,,
2022-09-20,0.55,0.55,0.55,0.55,1.45M,0.00%,AIICO,,
2022-09-19,0.55,0.54,0.55,0.55,490.35K,1.85%,AIICO,,
2022-09-16,0.54,0.55,0.56,0.54,945.68K,-1.82%,AIICO,,
2022-09-15,0.55,0.55,0.55,0.55,360.68K,0.00%,AIICO,,
2022-09-14,0.55,0.57,0.55,0.55,825.45K,-3.51%,AIICO,,
2022-09-13,0.57,0.57,0.57,0.53,858.09K,0.00%,AIICO,,
2022-09-12,0.57,0.56,0.57,0.56,751.35K,1.79%,AIICO,,
2022-09-09,0.56,0.56,0.56,0.56,677.99K,0.00%,AIICO,,
2022-09-08,0.56,0.54,0.56,0.56,320.54K,3.70%,AIICO,,
2022-09-07,0.54,0.55,0.55,0.54,3.11M,-1.82%,AIICO,,
2022-09-06,0.55,0.56,0.56,0.55,880.14K,-1.79%,AIICO,,
2022-09-05,0.56,0.56,0.57,0.54,355.06K,0.00%,AIICO,,
2022-09-02,0.56,0.54,0.56,0.54,3.83M,3.70%,AIICO,,
2022-09-01,0.54,0.55,0.55,0.54,634.17K,-1.82%,AIICO,,
2022-08-31,0.55,0.53,0.55,0.53,8.48M,3.77%,AIICO,,
2022-08-30,0.53,0.53,0.54,0.53,7.13M,0.00%,AIICO,,
2022-08-29,0.53,0.55,0.56,0.53,5.10M,-3.64%,AIICO,,
2022-08-26,0.55,0.56,0.56,0.53,1.82M,-1.79%,AIICO,,
2022-08-25,0.56,0.55,0.56,0.56,731.44K,1.82%,AIICO,,
2022-08-24,0.55,0.56,0.55,0.55,1.14M,-1.79%,AIICO,,
2022-08-23,0.56,0.56,0.57,0.56,4.89M,0.00%,AIICO,,
2022-08-22,0.56,0.57,0.57,0.55,4.60M,-1.75%,AIICO,,
2022-08-19,0.57,0.55,0.57,0.57,190.55K,3.64%,AIICO,,
2022-08-18,0.55,0.55,0.56,0.55,2.96M,0.00%,AIICO,,
2022-08-17,0.55,0.54,0.55,0.53,988.38K,1.85%,AIICO,,
2022-08-16,0.54,0.55,0.55,0.54,9.41M,-1.82%,AIICO,,
2022-08-15,0.55,0.55,0.57,0.55,2.97M,0.00%,AIICO,,
2022-08-12,0.55,0.56,0.56,0.55,2.17M,-1.79%,AIICO,,
2022-08-11,0.56,0.54,0.57,0.55,4.20M,3.70%,AIICO,,
2022-08-10,0.54,0.57,0.59,0.54,13.91M,-5.26%,AIICO,,
2022-08-09,0.57,0.57,0.58,0.56,14.85M,0.00%,AIICO,,
2022-08-08,0.57,0.55,0.57,0.54,11.58M,3.64%,AIICO,,
2022-08-05,0.55,0.57,0.59,0.55,4.12M,-3.51%,AIICO,,
2022-08-04,0.57,0.59,0.58,0.56,16.32M,-3.39%,AIICO,,
2022-08-03,0.59,0.57,0.59,0.57,4.98M,3.51%,AIICO,,
2022-08-02,0.57,0.57,0.62,0.57,6.39M,0.00%,AIICO,,
2022-08-01,0.57,0.57,0.6,0.57,5.06M,0.00%,AIICO,,
2022-07-29,0.57,0.54,0.58,0.57,3.23M,5.56%,AIICO,,
2022-07-28,0.54,0.59,0.59,0.54,8.13M,-8.47%,AIICO,,
2022-07-27,0.59,0.6,0.62,0.59,3.90M,-1.67%,AIICO,,
